hand_right_0_x,hand_right_1_x,hand_right_2_x,hand_right_3_x,hand_right_4_x,hand_right_5_x,hand_right_6_x,hand_right_7_x,hand_right_8_x,hand_right_9_x,hand_right_10_x,hand_right_11_x,hand_right_12_x,hand_right_13_x,hand_right_14_x,hand_right_15_x,hand_right_16_x,hand_right_17_x,hand_right_18_x,hand_right_19_x,hand_right_20_x,hand_right_0_y,hand_right_1_y,hand_right_2_y,hand_right_3_y,hand_right_4_y,hand_right_5_y,hand_right_6_y,hand_right_7_y,hand_right_8_y,hand_right_9_y,hand_right_10_y,hand_right_11_y,hand_right_12_y,hand_right_13_y,hand_right_14_y,hand_right_15_y,hand_right_16_y,hand_right_17_y,hand_right_18_y,hand_right_19_y,hand_right_20_y,mudra,hand_side,hand_left_0_x,hand_left_1_x,hand_left_2_x,hand_left_3_x,hand_left_4_x,hand_left_5_x,hand_left_6_x,hand_left_7_x,hand_left_8_x,hand_left_9_x,hand_left_10_x,hand_left_11_x,hand_left_12_x,hand_left_13_x,hand_left_14_x,hand_left_15_x,hand_left_16_x,hand_left_17_x,hand_left_18_x,hand_left_19_x,hand_left_20_x,hand_left_0_y,hand_left_1_y,hand_left_2_y,hand_left_3_y,hand_left_4_y,hand_left_5_y,hand_left_6_y,hand_left_7_y,hand_left_8_y,hand_left_9_y,hand_left_10_y,hand_left_11_y,hand_left_12_y,hand_left_13_y,hand_left_14_y,hand_left_15_y,hand_left_16_y,hand_left_17_y,hand_left_18_y,hand_left_19_y,hand_left_20_y,timestamp_ms
0.5672520995140076,0.6363965272903442,0.6910885572433472,0.7116743922233582,0.6952715516090393,0.6231085062026978,0.6171914339065552,0.6121661067008972,0.6096783876419067,0.5712043046951294,0.5694296956062317,0.5728738307952881,0.5818546414375305,0.5299732089042664,0.5302136540412903,0.5394566655158997,0.5529333353042603,0.49391835927963257,0.499173641204834,0.5067295432090759,0.5182193517684937,0.8475356101989746,0.8613373637199402,0.8004329204559326,0.7066603899002075,0.6062382459640503,0.5356617569923401,0.37597790360450745,0.27143383026123047,0.16981151700019836,0.4980763792991638,0.3133734464645386,0.19499348104000092,0.08059439063072205,0.48792973160743713,0.32663044333457947,0.21822568774223328,0.12351807951927185,0.49412059783935547,0.3637617528438568,0.27729547023773193,0.20364193618297577,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.5943465232849121,0.5406903028488159,0.5063977837562561,0.4947413206100464,0.47440779209136963,0.5282779932022095,0.4968569278717041,0.4821343719959259,0.4797039031982422,0.5417526960372925,0.49938759207725525,0.47899290919303894,0.47613096237182617,0.5524282455444336,0.5127415060997009,0.4924496114253998,0.4823018014431,0.557450532913208,0.5227948427200317,0.5053471922874451,0.4905231297016144,0.8686273097991943,0.6998679041862488,0.541276752948761,0.4221534729003906,0.2978111505508423,0.511425793170929,0.3260756731033325,0.18413710594177246,0.0636332631111145,0.5606380701065063,0.3809412717819214,0.23245105147361755,0.09797054529190063,0.652705729007721,0.5068567395210266,0.4051785469055176,0.31853705644607544,0.7622888684272766,0.717867910861969,0.664444088935852,0.5998464822769165,1
0.5372035503387451,0.5317287445068359,0.5370480418205261,0.5612538456916809,0.5949336290359497,0.5861985087394714,0.5688114166259766,0.551504909992218,0.5351911187171936,0.6173925399780273,0.6018258333206177,0.5720652341842651,0.5359205007553101,0.6423248648643494,0.6146664619445801,0.5829875469207764,0.5448096394538879,0.6568600535392761,0.6294033527374268,0.6014847755432129,0.5696499943733215,0.8270328044891357,0.8695923089981079,0.8480606079101562,0.7662577629089355,0.6489614844322205,0.5919830799102783,0.390541672706604,0.2560327351093292,0.14240539073944092,0.5253056883811951,0.30756404995918274,0.17963877320289612,0.08330252766609192,0.4814510643482208,0.30094408988952637,0.17832955718040466,0.08823391795158386,0.45587942004203796,0.3319516181945801,0.2470996379852295,0.1794191598892212,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.3088248670101166,0.4757969379425049,0.5903546214103699,0.6249377727508545,0.5842097997665405,0.46740439534187317,0.5519343614578247,0.5860614776611328,0.6005266904830933,0.3825623691082001,0.48030170798301697,0.5262757539749146,0.5492608547210693,0.3220791220664978,0.40771484375,0.4590111970901489,0.4921025037765503,0.283049613237381,0.3418680727481842,0.38624095916748047,0.42156171798706055,0.8972393274307251,0.8833905458450317,0.7546947598457336,0.5835630297660828,0.47782933712005615,0.5257460474967957,0.30662769079208374,0.19430138170719147,0.10300716757774353,0.4777490496635437,0.25824806094169617,0.1461257040500641,0.06278517842292786,0.4696280360221863,0.27581924200057983,0.17324820160865784,0.0991431474685669,0.488520085811615,0.33643200993537903,0.25589317083358765,0.20322537422180176,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4391080141067505,0.302054226398468,0.21425411105155945,0.21018606424331665,0.2800159156322479,0.36822232604026794,0.36837369203567505,0.37886184453964233,0.3976936936378479,0.46260935068130493,0.46440601348876953,0.46808692812919617,0.47396379709243774,0.5443556308746338,0.5511741638183594,0.5441105365753174,0.539795994758606,0.6301533579826355,0.6379256248474121,0.626117467880249,0.6160985231399536,0.9984935522079468,0.862975001335144,0.6965892910957336,0.5436151623725891,0.4759918451309204,0.5006242394447327,0.31494152545928955,0.20984327793121338,0.11766892671585083,0.500161349773407,0.2953261733055115,0.17310011386871338,0.06595060229301453,0.5349699854850769,0.3453478515148163,0.22893401980400085,0.1275179386138916,0.6110861301422119,0.4496382772922516,0.3546298146247864,0.26567012071609497,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.6509771347045898,0.6503922939300537,0.6474359035491943,0.6559134125709534,0.6406097412109375,0.6279690861701965,0.6171132922172546,0.616460382938385,0.6254841685295105,0.6425138115882874,0.6206067204475403,0.6196887493133545,0.6318644881248474,0.6598861217498779,0.629202663898468,0.6225153803825378,0.623695433139801,0.6802886128425598,0.6635236740112305,0.6517236232757568,0.644300103187561,0.647379994392395,0.585395336151123,0.5145109295845032,0.4813110828399658,0.4331618845462799,0.35595330595970154,0.2236889898777008,0.14696137607097626,0.08242936432361603,0.3876149654388428,0.24934187531471252,0.16891850531101227,0.09395048022270203,0.4442814588546753,0.3467898666858673,0.29074957966804504,0.24780547618865967,0.5145146250724792,0.48550480604171753,0.46611589193344116,0.44476455450057983,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4391171336174011,0.3015182614326477,0.21234095096588135,0.21766892075538635,0.2952391505241394,0.38702428340911865,0.4021586775779724,0.41703617572784424,0.4371887147426605,0.4847418963909149,0.5032835602760315,0.5117487907409668,0.5200109481811523,0.5660170912742615,0.5855540037155151,0.5883408188819885,0.5919317007064819,0.64858478307724,0.66655433177948,0.6620102524757385,0.6581034064292908,0.9798814058303833,0.8398041725158691,0.6630382537841797,0.5023077130317688,0.4387337863445282,0.47196537256240845,0.27741676568984985,0.16780561208724976,0.07120636105537415,0.4762536585330963,0.2632017135620117,0.13852685689926147,0.025905072689056396,0.5157685279846191,0.31643837690353394,0.1943434178829193,0.08574339747428894,0.5948721766471863,0.42600318789482117,0.3245163559913635,0.23032701015472412,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4602770507335663,0.43325233459472656,0.4180365204811096,0.4231063723564148,0.42107510566711426,0.45374929904937744,0.4490971863269806,0.447771281003952,0.45472458004951477,0.46168747544288635,0.44275033473968506,0.43175387382507324,0.43334564566612244,0.46204155683517456,0.43430453538894653,0.42290517687797546,0.42512571811676025,0.46197280287742615,0.4348389804363251,0.41911792755126953,0.4124809503555298,0.6845829486846924,0.5789201259613037,0.46454760432243347,0.3837187886238098,0.2937586307525635,0.43329373002052307,0.3239913582801819,0.24674350023269653,0.1815885752439499,0.4923999309539795,0.3964478075504303,0.3470955491065979,0.30305564403533936,0.5735030174255371,0.5547477006912231,0.5491629838943481,0.5413841009140015,0.6623607873916626,0.6757357120513916,0.6901450753211975,0.6915481090545654,7
0.653123676776886,0.575103759765625,0.5099743008613586,0.4673576354980469,0.42622247338294983,0.5085959434509277,0.46773093938827515,0.4595678150653839,0.46732696890830994,0.5301069021224976,0.4808943569660187,0.46492862701416016,0.4699257016181946,0.5487140417098999,0.49609389901161194,0.47269853949546814,0.4731280207633972,0.5589187145233154,0.5068698525428772,0.4830125570297241,0.4742160141468048,0.6051239967346191,0.5887348651885986,0.5385971069335938,0.5111054182052612,0.5057163238525391,0.39971742033958435,0.2816961705684662,0.18514908850193024,0.10370799899101257,0.39400622248649597,0.2728128433227539,0.1651163101196289,0.07157954573631287,0.4153086543083191,0.30717676877975464,0.20316852629184723,0.11406037211418152,0.45065996050834656,0.39186975359916687,0.33423376083374023,0.2808349132537842,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
0.5794084668159485,0.7039140462875366,0.7907620072364807,0.758101761341095,0.6855463981628418,0.6353726983070374,0.5979481935501099,0.573501706123352,0.5543146729469299,0.5325533747673035,0.49934664368629456,0.4797813594341278,0.4681251347064972,0.4506300389766693,0.41318479180336,0.4017826318740845,0.3963683843612671,0.37785226106643677,0.342790812253952,0.3316149413585663,0.32736775279045105,0.917100191116333,0.8380061388015747,0.7092100381851196,0.6144070625305176,0.6151336431503296,0.4682082235813141,0.2843989133834839,0.18874596059322357,0.0986531674861908,0.48239171504974365,0.28408104181289673,0.1634601354598999,0.05640438199043274,0.5376046895980835,0.35286250710487366,0.24137692153453827,0.14088129997253418,0.6216485500335693,0.4803776741027832,0.39706215262413025,0.3090371787548065,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
