hand_right_0_x,hand_right_1_x,hand_right_2_x,hand_right_3_x,hand_right_4_x,hand_right_5_x,hand_right_6_x,hand_right_7_x,hand_right_8_x,hand_right_9_x,hand_right_10_x,hand_right_11_x,hand_right_12_x,hand_right_13_x,hand_right_14_x,hand_right_15_x,hand_right_16_x,hand_right_17_x,hand_right_18_x,hand_right_19_x,hand_right_20_x,hand_right_0_y,hand_right_1_y,hand_right_2_y,hand_right_3_y,hand_right_4_y,hand_right_5_y,hand_right_6_y,hand_right_7_y,hand_right_8_y,hand_right_9_y,hand_right_10_y,hand_right_11_y,hand_right_12_y,hand_right_13_y,hand_right_14_y,hand_right_15_y,hand_right_16_y,hand_right_17_y,hand_right_18_y,hand_right_19_y,hand_right_20_y,mudra,hand_side,hand_left_0_x,hand_left_1_x,hand_left_2_x,hand_left_3_x,hand_left_4_x,hand_left_5_x,hand_left_6_x,hand_left_7_x,hand_left_8_x,hand_left_9_x,hand_left_10_x,hand_left_11_x,hand_left_12_x,hand_left_13_x,hand_left_14_x,hand_left_15_x,hand_left_16_x,hand_left_17_x,hand_left_18_x,hand_left_19_x,hand_left_20_x,hand_left_0_y,hand_left_1_y,hand_left_2_y,hand_left_3_y,hand_left_4_y,hand_left_5_y,hand_left_6_y,hand_left_7_y,hand_left_8_y,hand_left_9_y,hand_left_10_y,hand_left_11_y,hand_left_12_y,hand_left_13_y,hand_left_14_y,hand_left_15_y,hand_left_16_y,hand_left_17_y,hand_left_18_y,hand_left_19_y,hand_left_20_y,timestamp_ms
0.5672520995140076,0.6363965272903442,0.6910885572433472,0.7116743922233582,0.6952715516090393,0.6231085062026978,0.6171914339065552,0.6121661067008972,0.6096783876419067,0.5712043046951294,0.5694296956062317,0.5728738307952881,0.5818546414375305,0.5299732089042664,0.5302136540412903,0.5394566655158997,0.5529333353042603,0.4939183592796325,0.499173641204834,0.5067295432090759,0.5182193517684937,0.8475356101989746,0.8613373637199402,0.8004329204559326,0.7066603899002075,0.6062382459640503,0.5356617569923401,0.3759779036045074,0.2714338302612304,0.1698115170001983,0.4980763792991638,0.3133734464645386,0.1949934810400009,0.080594390630722,0.4879297316074371,0.3266304433345794,0.2182256877422332,0.1235180795192718,0.4941205978393554,0.3637617528438568,0.2772954702377319,0.2036419361829757,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.5943465232849121,0.5406903028488159,0.5063977837562561,0.4947413206100464,0.4744077920913696,0.5282779932022095,0.4968569278717041,0.4821343719959259,0.4797039031982422,0.5417526960372925,0.4993875920772552,0.4789929091930389,0.4761309623718261,0.5524282455444336,0.5127415060997009,0.4924496114253998,0.4823018014431,0.557450532913208,0.5227948427200317,0.5053471922874451,0.4905231297016144,0.8686273097991943,0.6998679041862488,0.541276752948761,0.4221534729003906,0.2978111505508423,0.511425793170929,0.3260756731033325,0.1841371059417724,0.0636332631111145,0.5606380701065063,0.3809412717819214,0.2324510514736175,0.0979705452919006,0.652705729007721,0.5068567395210266,0.4051785469055176,0.3185370564460754,0.7622888684272766,0.717867910861969,0.664444088935852,0.5998464822769165,1
0.5372035503387451,0.5317287445068359,0.5370480418205261,0.5612538456916809,0.5949336290359497,0.5861985087394714,0.5688114166259766,0.551504909992218,0.5351911187171936,0.6173925399780273,0.6018258333206177,0.5720652341842651,0.5359205007553101,0.6423248648643494,0.6146664619445801,0.5829875469207764,0.5448096394538879,0.6568600535392761,0.6294033527374268,0.6014847755432129,0.5696499943733215,0.8270328044891357,0.8695923089981079,0.8480606079101562,0.7662577629089355,0.6489614844322205,0.5919830799102783,0.390541672706604,0.2560327351093292,0.1424053907394409,0.5253056883811951,0.3075640499591827,0.1796387732028961,0.0833025276660919,0.4814510643482208,0.3009440898895263,0.1783295571804046,0.0882339179515838,0.4558794200420379,0.3319516181945801,0.2470996379852295,0.1794191598892212,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.3088248670101166,0.4757969379425049,0.5903546214103699,0.6249377727508545,0.5842097997665405,0.4674043953418731,0.5519343614578247,0.5860614776611328,0.6005266904830933,0.3825623691082001,0.4803017079830169,0.5262757539749146,0.5492608547210693,0.3220791220664978,0.40771484375,0.4590111970901489,0.4921025037765503,0.283049613237381,0.3418680727481842,0.3862409591674804,0.4215617179870605,0.8972393274307251,0.8833905458450317,0.7546947598457336,0.5835630297660828,0.4778293371200561,0.5257460474967957,0.3066276907920837,0.1943013817071914,0.1030071675777435,0.4777490496635437,0.2582480609416961,0.1461257040500641,0.0627851784229278,0.4696280360221863,0.2758192420005798,0.1732482016086578,0.0991431474685669,0.488520085811615,0.336432009935379,0.2558931708335876,0.2032253742218017,3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4391080141067505,0.302054226398468,0.2142541110515594,0.2101860642433166,0.2800159156322479,0.3682223260402679,0.368373692035675,0.3788618445396423,0.3976936936378479,0.4626093506813049,0.4644060134887695,0.4680869281291961,0.4739637970924377,0.5443556308746338,0.5511741638183594,0.5441105365753174,0.539795994758606,0.6301533579826355,0.6379256248474121,0.626117467880249,0.6160985231399536,0.9984935522079468,0.862975001335144,0.6965892910957336,0.5436151623725891,0.4759918451309204,0.5006242394447327,0.3149415254592895,0.2098432779312133,0.1176689267158508,0.500161349773407,0.2953261733055115,0.1731001138687133,0.0659506022930145,0.5349699854850769,0.3453478515148163,0.2289340198040008,0.1275179386138916,0.6110861301422119,0.4496382772922516,0.3546298146247864,0.2656701207160949,4
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.6509771347045898,0.6503922939300537,0.6474359035491943,0.6559134125709534,0.6406097412109375,0.6279690861701965,0.6171132922172546,0.616460382938385,0.6254841685295105,0.6425138115882874,0.6206067204475403,0.6196887493133545,0.6318644881248474,0.6598861217498779,0.629202663898468,0.6225153803825378,0.623695433139801,0.6802886128425598,0.6635236740112305,0.6517236232757568,0.644300103187561,0.647379994392395,0.585395336151123,0.5145109295845032,0.4813110828399658,0.4331618845462799,0.3559533059597015,0.2236889898777008,0.1469613760709762,0.082429364323616,0.3876149654388428,0.2493418753147125,0.1689185053110122,0.093950480222702,0.4442814588546753,0.3467898666858673,0.290749579668045,0.2478054761886596,0.5145146250724792,0.4855048060417175,0.4661158919334411,0.4447645545005798,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4391171336174011,0.3015182614326477,0.2123409509658813,0.2176689207553863,0.2952391505241394,0.3870242834091186,0.4021586775779724,0.4170361757278442,0.4371887147426605,0.4847418963909149,0.5032835602760315,0.5117487907409668,0.5200109481811523,0.5660170912742615,0.5855540037155151,0.5883408188819885,0.5919317007064819,0.64858478307724,0.66655433177948,0.6620102524757385,0.6581034064292908,0.9798814058303832,0.8398041725158691,0.6630382537841797,0.5023077130317688,0.4387337863445282,0.4719653725624084,0.2774167656898498,0.1678056120872497,0.0712063610553741,0.4762536585330963,0.2632017135620117,0.1385268568992614,0.0259050726890563,0.5157685279846191,0.3164383769035339,0.1943434178829193,0.0857433974742889,0.5948721766471863,0.4260031878948211,0.3245163559913635,0.2303270101547241,6
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pataka,left,0.4602770507335663,0.4332523345947265,0.4180365204811096,0.4231063723564148,0.4210751056671142,0.4537492990493774,0.4490971863269806,0.447771281003952,0.4547245800495147,0.4616874754428863,0.442750334739685,0.4317538738250732,0.4333456456661224,0.4620415568351745,0.4343045353889465,0.4229051768779754,0.4251257181167602,0.4619728028774261,0.4348389804363251,0.4191179275512695,0.4124809503555298,0.6845829486846924,0.5789201259613037,0.4645476043224334,0.3837187886238098,0.2937586307525635,0.433293730020523,0.3239913582801819,0.2467435002326965,0.1815885752439499,0.4923999309539795,0.3964478075504303,0.3470955491065979,0.3030556440353393,0.5735030174255371,0.5547477006912231,0.5491629838943481,0.5413841009140015,0.6623607873916626,0.6757357120513916,0.6901450753211975,0.6915481090545654,7
0.653123676776886,0.575103759765625,0.5099743008613586,0.4673576354980469,0.4262224733829498,0.5085959434509277,0.4677309393882751,0.4595678150653839,0.4673269689083099,0.5301069021224976,0.4808943569660187,0.4649286270141601,0.4699257016181946,0.5487140417098999,0.4960938990116119,0.4726985394954681,0.4731280207633972,0.5589187145233154,0.5068698525428772,0.4830125570297241,0.4742160141468048,0.6051239967346191,0.5887348651885986,0.5385971069335938,0.5111054182052612,0.5057163238525391,0.3997174203395843,0.2816961705684662,0.1851490885019302,0.1037079989910125,0.3940062224864959,0.2728128433227539,0.1651163101196289,0.0715795457363128,0.4153086543083191,0.3071767687797546,0.2031685262918472,0.1140603721141815,0.4506599605083465,0.3918697535991668,0.3342337608337402,0.2808349132537842,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8
0.5794084668159485,0.7039140462875366,0.7907620072364807,0.758101761341095,0.6855463981628418,0.6353726983070374,0.5979481935501099,0.573501706123352,0.5543146729469299,0.5325533747673035,0.4993466436862945,0.4797813594341278,0.4681251347064972,0.4506300389766693,0.41318479180336,0.4017826318740845,0.3963683843612671,0.3778522610664367,0.342790812253952,0.3316149413585663,0.327367752790451,0.917100191116333,0.8380061388015747,0.7092100381851196,0.6144070625305176,0.6151336431503296,0.4682082235813141,0.2843989133834839,0.1887459605932235,0.0986531674861908,0.4823917150497436,0.2840810418128967,0.1634601354598999,0.0564043819904327,0.5376046895980835,0.3528625071048736,0.2413769215345382,0.1408812999725341,0.6216485500335693,0.4803776741027832,0.3970621526241302,0.3090371787548065,pataka,right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
